#{"solver": {"engine": {"type": "ExactEngine"}, "semiring": "GraphSemiring"}, "networks": [{"name": "perc_net_version_2_baseline_0", "module": "AD_V2_baseline_net_0(\n  (conv1): Conv2d(3, 6, kernel_size=(5, 5), stride=(1, 1))\n  (pool): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)\n  (conv2): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))\n  (fc1): Linear(in_features=400, out_features=120, bias=True)\n  (fc2): Linear(in_features=120, out_features=84, bias=True)\n  (fc3): Linear(in_features=84, out_features=4, bias=True)\n  (softmax): Softmax(dim=-1)\n)", "optimizer": "Adam (\nParameter Group 0\n    amsgrad: False\n    betas: (0.9, 0.999)\n    capturable: False\n    differentiable: False\n    eps: 1e-08\n    foreach: None\n    fused: None\n    lr: 0.001\n    maximize: False\n    weight_decay: 0\n)", "k": null}], "program": "nn(perc_net_version_2_baseline_0,[Img],X,[0, 1, 2, 3])::action(Img,X).\nautonomous_driving_baseline(Img,X) :- action(Img,X).\n"}
#Accuracy 0.9322033898305084
i,time,loss,ground_time,compile_time,eval_time,accuracy
5,0.03509116172790527,1.1004239916801453,0.0003892660140991211,0.0003671407699584961,0.0001600503921508789,0.2584745762711864
10,0.3657839298248291,1.41142578125,0.00046727657318115237,0.00039741992950439455,0.00010409355163574219,0.2584745762711864
15,0.6867611408233643,1.3931175947189331,0.00044548511505126953,0.0003027915954589844,0.00010426044464111328,0.3771186440677966
20,1.0167739391326904,1.3728898644447327,0.0004980564117431641,0.0004895925521850586,0.000131988525390625,0.3644067796610169
25,1.355262041091919,1.3593771934509278,0.00043478012084960935,0.00012459754943847657,0.00011715888977050781,0.4491525423728814
30,1.6845252513885498,1.4053450226783752,0.0004500865936279297,0.0003088235855102539,0.00012464523315429686,0.3728813559322034
35,2.0151660442352295,1.3097243785858155,0.0004211902618408203,0.00012102127075195313,9.119510650634766e-05,0.3050847457627119
40,2.3449549674987793,1.280008280277252,0.00043828487396240233,0.00013275146484375,0.00010819435119628907,0.2584745762711864
45,2.6695990562438965,1.1796807587146758,0.0004465818405151367,0.00030066967010498045,0.00010161399841308593,0.2584745762711864
50,2.9884800910949707,1.4678816318511962,0.00046727657318115237,0.00039741992950439455,0.00010895729064941406,0.5720338983050848
55,3.310023069381714,1.314411461353302,0.00045797824859619143,0.00030848979949951174,0.00011174678802490234,0.7584745762711864
60,3.6233601570129395,1.1392198085784913,0.000461578369140625,0.0003935098648071289,0.00011699199676513672,0.6483050847457628
65,3.990018129348755,1.0996408402919768,0.00048656463623046874,0.0004049062728881836,0.0001263141632080078,0.6610169491525424
70,4.314223051071167,0.9473973497748375,0.0004969596862792969,0.0004917144775390625,0.0001131296157836914,0.652542372881356
75,4.647634983062744,1.1453843653202056,0.0004705667495727539,0.0003910541534423828,0.00011703968048095703,0.7372881355932204
80,5.00812292098999,1.0131655469536782,0.00046367645263671874,0.00031239986419677733,0.00011467933654785156,0.6779661016949152
85,5.350872039794922,0.7501344904303551,0.00045697689056396485,0.0003874778747558594,0.00011873245239257812,0.8220338983050848
90,5.666002035140991,0.5582493606954813,0.00047986507415771485,0.00047998428344726564,0.00010144710540771484,0.7627118644067796
95,5.981922149658203,0.8757843852974474,0.00046477317810058596,0.00031027793884277346,0.00010521411895751953,0.75
100,6.2933268547058105,0.8743210263550282,0.00043718814849853517,0.00013487339019775392,0.00011205673217773438,0.8305084745762712
105,6.603940963745117,0.3796586356125772,0.0004543781280517578,0.00022346973419189452,0.00010881423950195312,0.75
110,6.918596029281616,0.32843465972691777,0.0004487752914428711,0.00029642581939697265,0.00011141300201416016,0.7415254237288136
115,7.233122110366821,0.5321828745305538,0.0004991531372070312,0.00048747062683105467,0.00010540485382080079,0.7415254237288136
120,7.547616004943848,1.0673016908345745,0.00044548511505126953,0.0003027915954589844,0.00010197162628173828,0.8177966101694916
125,7.857496976852417,0.3877986280247569,0.0004590749740600586,0.0003063678741455078,0.00011396408081054688,0.8135593220338984
130,8.170275926589966,0.6880868010222911,0.00047767162322998047,0.00048422813415527344,0.00010662078857421875,0.8389830508474576
135,8.478281021118164,0.45334699088707564,0.00048556327819824217,0.00048389434814453123,0.0001054525375366211,0.8516949152542372
140,8.792030096054077,0.7562593573704361,0.00044977664947509766,0.000217437744140625,0.00010666847229003906,0.8516949152542372
145,9.104592084884644,0.26774905566126106,0.000432586669921875,0.00012884140014648437,9.958744049072265e-05,0.8135593220338984
150,9.418799877166748,0.3611890135332942,0.0004511833190917969,0.00030670166015625,0.00011153221130371094,0.826271186440678
155,9.735564947128296,0.9541013784706592,0.00042688846588134766,0.00012493133544921875,9.629726409912109e-05,0.8305084745762712
160,10.056911945343018,0.24082010355778039,0.00044977664947509766,0.000217437744140625,0.0001085042953491211,0.826271186440678
165,10.369549989700317,0.4959223604178987,0.00045478343963623047,0.0003917217254638672,0.00010442733764648438,0.8389830508474576
170,10.683447122573853,0.6188159621320665,0.0004740715026855469,0.00039920806884765627,0.00011000633239746093,0.8516949152542372
175,10.998651027679443,0.7746794724371284,0.00045228004455566406,0.0003045797348022461,0.00010800361633300781,0.864406779661017
180,11.312835931777954,0.668653600430116,0.00046367645263671874,0.00031239986419677733,0.00010440349578857421,0.8601694915254238
185,11.623263120651245,0.34680151259890407,0.0004969596862792969,0.0004917144775390625,0.0001068115234375,0.8601694915254238
190,11.938232898712158,0.2722080721636303,0.00047516822814941406,0.00039708614349365234,0.00010809898376464843,0.8432203389830508
195,12.248652219772339,0.30032390495034633,0.0004819631576538086,0.00039887428283691406,0.000102996826171875,0.8432203389830508
200,12.560431957244873,0.7345110515132547,0.00044438838958740237,0.0003049135208129883,0.0001074075698852539,0.8516949152542372
205,12.87221097946167,0.06775932696473319,0.00046486854553222655,0.0003871440887451172,0.00011081695556640625,0.864406779661017
210,13.183746099472046,0.41398884149675724,0.00048556327819824217,0.00048389434814453123,0.00010564327239990235,0.8516949152542372
215,13.493364095687866,0.26321245669387283,0.00044758319854736327,0.0002216815948486328,0.0001062631607055664,0.8728813559322034
220,13.808059930801392,0.6927041388466023,0.00043718814849853517,0.00013487339019775392,0.00010933876037597657,0.885593220338983
225,14.118475198745728,0.25947808655514565,0.00046017169952392576,0.0003042459487915039,0.00011138916015625,0.864406779661017
230,14.428845167160034,0.0739559281086258,0.00047626495361328123,0.0003949642181396484,0.00010683536529541016,0.864406779661017
235,14.737965106964111,0.5194486245015468,0.00047626495361328123,0.0003949642181396484,0.00010654926300048828,0.8559322033898306
240,15.049297094345093,0.37989293577570604,0.00045697689056396485,0.0003874778747558594,9.851455688476562e-05,0.8559322033898306
245,15.35578203201294,0.2543256666977868,0.0004464864730834961,0.00022380352020263673,0.0001081705093383789,0.885593220338983
250,15.664798974990845,0.32274418232315155,0.00047986507415771485,0.00047998428344726564,9.853839874267578e-05,0.9067796610169492
255,15.973089218139648,0.13883389589918807,0.0004912614822387695,0.0004878044128417969,0.00010898113250732422,0.9110169491525424
260,16.28056001663208,0.3675612709252164,0.0004336833953857422,0.00012671947479248047,0.00010573863983154297,0.885593220338983
265,16.58812189102173,0.17127909283153714,0.0004339933395385742,0.00021810531616210936,0.0001079559326171875,0.8728813559322034
270,16.898231983184814,0.20061593072896358,0.0004440784454345703,0.00021352767944335938,0.00010235309600830078,0.8686440677966102
275,17.21010398864746,0.6125175456982106,0.0004314899444580078,0.00013096332550048827,0.00011718273162841797,0.8813559322033898
280,17.516338109970093,0.3543881367528229,0.00043728351593017576,0.00021173954010009766,0.00010492801666259766,0.8813559322033898
285,17.820614099502563,0.370388226607929,0.00046727657318115237,0.00039741992950439455,0.00010540485382080079,0.885593220338983
290,18.1288800239563,0.2842871478322195,0.0004740715026855469,0.00039920806884765627,0.00010688304901123047,0.8728813559322034
295,18.43326187133789,0.4529148755245842,0.00045588016510009763,0.00038959980010986326,0.00010576248168945313,0.8686440677966102
300,18.74187207221985,0.41378115327141246,0.00048656463623046874,0.0004049062728881836,0.00010962486267089844,0.8813559322033898
305,19.05168390274048,0.37134749591351124,0.0004797697067260742,0.00040311813354492186,0.00012094974517822266,0.864406779661017
310,19.36159610748291,0.17218494755217648,0.00047626495361328123,0.0003949642181396484,0.00010790824890136719,0.8601694915254238
315,19.671092987060547,0.6041853773438561,0.0004819631576538086,0.00039887428283691406,0.00010967254638671875,0.8559322033898306
320,19.980141162872314,0.32458981499494255,0.00045588016510009763,0.00038959980010986326,9.639263153076172e-05,0.8813559322033898
325,20.285802125930786,0.40270517322392296,0.000480961799621582,0.0004778623580932617,0.0001007080078125,0.8898305084745762
330,20.590676069259644,0.2641950699022345,0.0004511833190917969,0.00030670166015625,0.00010638236999511718,0.8940677966101694
335,20.898770093917847,0.6618354927748442,0.0004439830780029297,0.00013666152954101564,0.00010755062103271485,0.8983050847457628
340,21.206422090530396,0.2846395495464094,0.0004543781280517578,0.00022346973419189452,0.0001081705093383789,0.9067796610169492
345,21.509221076965332,0.04470724931309746,0.0004476785659790039,0.0002985477447509766,0.00010943412780761719,0.9110169491525424
350,21.81773805618286,0.059490407072350135,0.0004991531372070312,0.00048747062683105467,0.0001049041748046875,0.902542372881356
355,22.125307083129883,0.5811399161815644,0.00043509006500244143,0.00021598339080810546,0.00011243820190429688,0.8983050847457628
360,22.433892965316772,0.07432311463781502,0.0004705667495727539,0.0003910541534423828,0.00010578632354736328,0.8940677966101694
365,22.736947059631348,0.17112089018337429,0.00046727657318115237,0.00039741992950439455,0.00010886192321777344,0.8983050847457628
370,23.042591094970703,0.2496723739909271,0.00047876834869384763,0.0004821062088012695,0.00011169910430908203,0.9110169491525424
375,23.347985982894897,0.25152168865315616,0.0004715681076049805,0.0003120660781860352,0.00010235309600830078,0.9194915254237288
380,23.656829118728638,0.1630346869063942,0.0004336833953857422,0.00012671947479248047,0.00010862350463867188,0.9067796610169492
385,23.96687602996826,0.09160773400726611,0.00044438838958740237,0.0003049135208129883,0.00010247230529785157,0.902542372881356
390,24.27788805961609,0.4877587072027382,0.0004279851913452148,0.00012280941009521485,0.00010221004486083984,0.902542372881356
395,24.589602947235107,0.11532504001515917,0.00043828487396240233,0.00013275146484375,0.0001119375228881836,0.885593220338983
400,24.901357173919678,0.42086028184203317,0.000438690185546875,0.00030100345611572266,0.00010199546813964844,0.885593220338983
405,25.208574056625366,0.3545947916287332,0.000484466552734375,0.00048601627349853516,0.00010836124420166016,0.8898305084745762
410,25.516998052597046,0.43439874076866547,0.00044188499450683596,0.00021777153015136718,9.508132934570313e-05,0.8771186440677966
415,25.824043035507202,0.22219725400791504,0.000484466552734375,0.00048601627349853516,0.00010392665863037109,0.8813559322033898
420,26.129565000534058,0.34209360200576383,0.0004969596862792969,0.0004917144775390625,0.00010695457458496094,0.8983050847457628
425,26.43858313560486,0.1202580333221718,0.00047047138214111327,0.00031418800354003905,0.00011837482452392578,0.8983050847457628
430,26.743324041366577,0.023266950657125564,0.0004866600036621094,0.00048177242279052735,0.00010864734649658203,0.8771186440677966
435,27.050284147262573,0.7097687917133954,0.0004568815231323242,0.0003106117248535156,0.00010764598846435547,0.8686440677966102
440,27.35911798477173,0.12202783912139381,0.0004637718200683594,0.0003892660140991211,0.00010778903961181641,0.8771186440677966
445,27.669633150100708,0.5215236690273798,0.0004637718200683594,0.0003892660140991211,0.00011050701141357422,0.8898305084745762
450,27.991952896118164,0.3891612019389868,0.00046367645263671874,0.00031239986419677733,0.00010690689086914062,0.8983050847457628
455,28.31016206741333,0.5249063282855786,0.0004314899444580078,0.00013096332550048827,9.951591491699218e-05,0.923728813559322
460,28.62282705307007,0.17637239384930722,0.000455474853515625,0.00022134780883789062,0.00013017654418945312,0.923728813559322
465,28.93524408340454,0.08340218404841834,0.000480961799621582,0.0004778623580932617,0.00011510848999023438,0.923728813559322
470,29.244510173797607,0.27911247686288476,0.0004715681076049805,0.0003120660781860352,0.00010526180267333984,0.9279661016949152
475,29.547356128692627,0.3194481140002665,0.00045697689056396485,0.0003874778747558594,0.00010182857513427735,0.9067796610169492
480,29.854599952697754,0.08675367070245557,0.00045797824859619143,0.00030848979949951174,0.00010936260223388672,0.9194915254237288
485,30.16892409324646,0.0627947077693591,0.00047876834869384763,0.0004821062088012695,9.47713851928711e-05,0.923728813559322
490,30.473850965499878,0.2563060975751796,0.00047516822814941406,0.00039708614349365234,0.00011234283447265625,0.923728813559322
495,30.779139041900635,0.24969481748385078,0.00044977664947509766,0.000217437744140625,0.00011034011840820313,0.9152542372881356
500,31.080899953842163,0.003022335874402415,0.00044188499450683596,0.00021777153015136718,0.00011229515075683594,0.9194915254237288
505,31.42630887031555,0.052303578302780804,0.0004361867904663086,0.00021386146545410156,0.00010445117950439454,0.9194915254237288
510,31.73205590248108,0.5339438175959004,0.0004314899444580078,0.00013096332550048827,0.00011098384857177734,0.9110169491525424
515,32.035703897476196,0.14926032053890595,0.0004440784454345703,0.00021352767944335938,0.00010116100311279297,0.9067796610169492
520,32.339479207992554,0.44819572327905915,0.00046727657318115237,0.00039741992950439455,0.00010235309600830078,0.9152542372881356
525,32.65670990943909,0.17998871537934064,0.0004740715026855469,0.00039920806884765627,0.00010020732879638672,0.9067796610169492
530,32.96395397186279,0.35569586977180734,0.00043978691101074217,0.00029888153076171873,9.837150573730469e-05,0.885593220338983
535,33.26705312728882,0.11043595441589674,0.0004797697067260742,0.00040311813354492186,0.00010709762573242187,0.8813559322033898
540,33.57112503051758,0.41008001993759535,0.0004969596862792969,0.0004917144775390625,0.00010287761688232422,0.9110169491525424
545,33.88022518157959,0.012298705108696595,0.00047516822814941406,0.00039708614349365234,0.00010478496551513672,0.9067796610169492
550,34.18379616737366,0.20692067461495753,0.0004819631576538086,0.00039887428283691406,0.00011475086212158203,0.8771186440677966
555,34.490070104599,0.42336716428526416,0.00044548511505126953,0.0003027915954589844,0.00010666847229003906,0.8771186440677966
560,34.791370153427124,0.5857339905560366,0.00046486854553222655,0.0003871440887451172,0.0001010894775390625,0.885593220338983
565,35.09831786155701,0.33605960580171657,0.00048556327819824217,0.00048389434814453123,0.000106048583984375,0.902542372881356
570,35.406888008117676,0.316400154074654,0.0004428863525390625,0.00013878345489501954,0.00010955333709716797,0.923728813559322
575,35.713804960250854,0.26610010739823337,0.00044188499450683596,0.00021777153015136718,0.0001150369644165039,0.9194915254237288
580,36.017383098602295,0.1208657301380299,0.00046017169952392576,0.0003042459487915039,0.00010068416595458985,0.9322033898305084
585,36.327277183532715,0.10857763601816259,0.0004658699035644531,0.00030815601348876953,9.918212890625e-05,0.9194915254237288
590,36.63398218154907,0.5657878054306025,0.0004694700241088867,0.0003931760787963867,9.732246398925781e-05,0.923728813559322
595,36.94088006019592,0.03862811719300226,0.0004694700241088867,0.0003931760787963867,0.00010149478912353515,0.9110169491525424
600,37.25288200378418,0.05605008386846748,0.00046727657318115237,0.00039741992950439455,0.00010843276977539063,0.9067796610169492
605,37.55791902542114,0.3925626327632926,0.00044548511505126953,0.0003027915954589844,0.00010993480682373047,0.9194915254237288
610,37.87727189064026,0.06735540229142316,0.0004980564117431641,0.0004895925521850586,0.00012612342834472656,0.923728813559322
615,38.19702506065369,0.16632834521128642,0.00043478012084960935,0.00012459754943847657,0.00011522769927978516,0.9194915254237288
620,38.5183539390564,0.05936000969668385,0.0004500865936279297,0.0003088235855102539,0.00012178421020507813,0.9194915254237288
