#{"solver": {"engine": {"type": "ExactEngine"}, "semiring": "GraphSemiring"}, "networks": [{"name": "perc_net_version_1_NeSy", "module": "AD_V1_NeSy_2_net(\n  (conv1): Conv2d(3, 6, kernel_size=(5, 5), stride=(1, 1))\n  (pool): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)\n  (conv2): Conv2d(6, 16, kernel_size=(5, 5), stride=(1, 1))\n  (fc1): Linear(in_features=400, out_features=120, bias=True)\n  (fc2): Linear(in_features=120, out_features=84, bias=True)\n  (fc3): Linear(in_features=84, out_features=12, bias=True)\n  (softmax): Softmax(dim=-1)\n)", "optimizer": "Adam (\nParameter Group 0\n    amsgrad: False\n    betas: (0.9, 0.999)\n    capturable: False\n    differentiable: False\n    eps: 1e-08\n    foreach: None\n    fused: None\n    lr: 0.001\n    maximize: False\n    weight_decay: 0\n)", "k": null}], "program": "nn(perc_net_version_1_NeSy,[Img],X,[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11])::cell_low(Img,X).\ncell_x(Img,0) :- cell_low(Img,Z), Z=0.\ncell_x(Img,0) :- cell_low(Img,Z), Z=4.\ncell_x(Img,0) :- cell_low(Img,Z), Z=8.\ncell_x(Img,1) :- cell_low(Img,Z), Z=1.\ncell_x(Img,1) :- cell_low(Img,Z), Z=5.\ncell_x(Img,1) :- cell_low(Img,Z), Z=9.\ncell_x(Img,2) :- cell_low(Img,Z), Z=2.\ncell_x(Img,2) :- cell_low(Img,Z), Z=6.\ncell_x(Img,2) :- cell_low(Img,Z), Z=10.\ncell_x(Img,3) :- cell_low(Img,Z), Z=3.\ncell_x(Img,3) :- cell_low(Img,Z), Z=7.\ncell_x(Img,3) :- cell_low(Img,Z), Z=11.\ncell_y(Img,0) :- cell_low(Img,Z), Z=0.\ncell_y(Img,0) :- cell_low(Img,Z), Z=1.\ncell_y(Img,0) :- cell_low(Img,Z), Z=2.\ncell_y(Img,0) :- cell_low(Img,Z), Z=3.\ncell_y(Img,1) :- cell_low(Img,Z), Z=4.\ncell_y(Img,1) :- cell_low(Img,Z), Z=5.\ncell_y(Img,1) :- cell_low(Img,Z), Z=6.\ncell_y(Img,1) :- cell_low(Img,Z), Z=7.\ncell_y(Img,2) :- cell_low(Img,Z), Z=8.\ncell_y(Img,2) :- cell_low(Img,Z), Z=9.\ncell_y(Img,2) :- cell_low(Img,Z), Z=10.\ncell_y(Img,2) :- cell_low(Img,Z), Z=11.\nattention_boundary(X,Y) :- X==1, Y=0.\nenlarged_boundary(X,Y) :- X==1, Y=1.\nenlarged_boundary(X,Y) :- X==2, Y=0.\nenlarged_boundary(X,Y) :- X==2, Y=1.\nout_of_view(X,Y) :- X==0; X==3; Y==2.\naction(Img,1) :- cell_x(Img,X1), cell_y(Img,Y1), attention_boundary(X1,Y1).\naction(Img,2) :- cell_x(Img,X2), cell_y(Img,Y2), enlarged_boundary(X2,Y2), \\+action(Img,1).\naction(Img,0) :- cell_x(Img,X3), cell_y(Img,Y3), out_of_view(X3,Y3), \\+action(Img,2), \\+action(Img,1).\n"}
#Accuracy 0.9315960912052117
i,time,loss,ground_time,compile_time,eval_time,accuracy
5,0.09590506553649902,1.2463748633861542,0.010753989219665527,0.0014217615127563477,0.001505899429321289,0.3257328990228013
10,1.2491309642791748,1.3559784024953843,0.013756394386291504,0.0018152713775634766,0.001781320571899414,0.3257328990228013
15,2.4209930896759033,1.2563652992248535,0.013756394386291504,0.0018152713775634766,0.0017024993896484375,0.3517915309446254
20,3.5010392665863037,1.1240972876548767,0.01276557445526123,0.0016970157623291016,0.0017210006713867187,0.32247557003257327
25,4.6867241859436035,1.2490656137466432,0.014286017417907715,0.0018833160400390625,0.0017431259155273437,0.3517915309446254
30,5.778699159622192,0.9936859786510468,0.013790607452392578,0.001824188232421875,0.001729273796081543,0.3517915309446254
35,6.886660099029541,0.9697698891162873,0.013790607452392578,0.001824188232421875,0.001747727394104004,0.3517915309446254
40,8.04091215133667,1.2334461152553557,0.013260984420776367,0.001756143569946289,0.0023696422576904297,0.3517915309446254
45,9.179151058197021,1.2881019949913024,0.013491582870483399,0.0017812490463256837,0.0017497777938842774,0.3517915309446254
50,10.307939052581787,1.240684014558792,0.013491582870483399,0.0017812490463256837,0.0016751766204833984,0.3517915309446254
55,11.446811199188232,1.1374264359474182,0.014217591285705567,0.0018654823303222655,0.0017447948455810546,0.3257328990228013
60,12.532332181930542,1.2241001069545745,0.012731361389160156,0.001688098907470703,0.0016283750534057616,0.3257328990228013
65,13.611079931259155,1.115079838037491,0.013525795936584473,0.001790165901184082,0.0016798019409179688,0.32247557003257327
70,14.697287321090698,1.1746259689331056,0.014482402801513672,0.0018995046615600587,0.0017306804656982422,0.3257328990228013
75,15.868190050125122,1.0873816788196564,0.013986992835998534,0.0018403768539428712,0.001992154121398926,0.3257328990228013
80,16.955526113510132,1.1324605286121368,0.013525795936584473,0.001790165901184082,0.0017140626907348633,0.3257328990228013
85,18.055603981018066,1.132779496908188,0.013491582870483399,0.0017812490463256837,0.0016806840896606446,0.3257328990228013
90,19.132861137390137,1.1272623896598817,0.013030385971069336,0.0017310380935668945,0.0017618417739868164,0.32247557003257327
95,20.25209617614746,1.2237373828887939,0.014713001251220704,0.001924610137939453,0.0017009973526000977,0.36482084690553745
100,21.37222909927368,1.0816154181957245,0.013525795936584473,0.001790165901184082,0.001705002784729004,0.3257328990228013
105,22.444169998168945,1.1121901631355287,0.01372218132019043,0.001806354522705078,0.001639986038208008,0.3257328990228013
110,23.59854221343994,1.123452615737915,0.013491582870483399,0.0017812490463256837,0.001715397834777832,0.34201954397394135
115,24.730034351348877,1.0944576621055604,0.012697148323059081,0.0016791820526123047,0.0015949010848999023,0.32247557003257327
120,25.84920024871826,1.1731365084648133,0.014482402801513672,0.0018995046615600587,0.0017177581787109375,0.32247557003257327
125,26.96286630630493,1.1200815320014954,0.013986992835998534,0.0018403768539428712,0.0017809391021728516,0.3257328990228013
130,28.041991233825684,1.0672655880451203,0.01372218132019043,0.001806354522705078,0.001704573631286621,0.3257328990228013
135,29.126626014709473,1.0343952655792237,0.014217591285705567,0.0018654823303222655,0.0017188787460327148,0.3257328990228013
140,30.227250337600708,0.8881842076778412,0.01520841121673584,0.0019837379455566405,0.001737666130065918,0.3257328990228013
145,31.33514904975891,1.1028070509433747,0.014021205902099609,0.0018492937088012695,0.0017578125,0.3257328990228013
150,32.47750806808472,1.116106289625168,0.013756394386291504,0.0018152713775634766,0.00212554931640625,0.3257328990228013
155,33.586037158966064,1.026995849609375,0.014251804351806641,0.001874399185180664,0.0017737150192260742,0.4201954397394137
160,34.66518306732178,1.024088853597641,0.013756394386291504,0.0018152713775634766,0.0017158031463623048,0.6319218241042345
165,35.762974977493286,0.9354287445545196,0.013491582870483399,0.0017812490463256837,0.0016758441925048828,0.6905537459283387
170,36.84192895889282,0.9593548476696014,0.013525795936584473,0.001790165901184082,0.001705312728881836,0.5700325732899023
175,37.951985120773315,0.9085473597049714,0.013260984420776367,0.001756143569946289,0.002167010307312012,0.5309446254071661
180,39.063481092453,0.852246218919754,0.014286017417907715,0.0018833160400390625,0.0017429351806640624,0.5863192182410424
185,40.156649112701416,0.9131086230278015,0.013295197486877441,0.0017650604248046875,0.0016985416412353515,0.3713355048859935
190,41.25205397605896,0.6895987272262574,0.013790607452392578,0.001824188232421875,0.0020268440246582033,0.3517915309446254
195,42.39626502990723,0.8489620178937912,0.013260984420776367,0.001756143569946289,0.0016501903533935546,0.5602605863192183
200,43.54603433609009,0.7264647871255875,0.014217591285705567,0.0018654823303222655,0.0020642757415771486,0.7817589576547231
205,44.64421033859253,0.6176523000001908,0.013491582870483399,0.0017812490463256837,0.00187227725982666,0.6938110749185668
210,45.74179816246033,0.7064210265874863,0.013756394386291504,0.0018152713775634766,0.0016719341278076173,0.6710097719869706
215,46.81656503677368,0.5337497293949127,0.012731361389160156,0.001688098907470703,0.0016677141189575194,0.6938110749185668
220,47.9158821105957,0.4760811984539032,0.013986992835998534,0.0018403768539428712,0.0016611337661743164,0.745928338762215
225,49.00492525100708,0.6626909114420414,0.013756394386291504,0.0018152713775634766,0.0016775131225585938,0.8143322475570033
230,50.083455085754395,0.30866397768259046,0.014251804351806641,0.001874399185180664,0.001699376106262207,0.8110749185667753
235,51.15774917602539,0.3941312592476606,0.013986992835998534,0.0018403768539428712,0.0017422199249267577,0.8664495114006515
240,52.3102080821991,0.24499589242041112,0.01276557445526123,0.0016970157623291016,0.0016406774520874023,0.8664495114006515
245,53.38373303413391,0.3525915198028088,0.013260984420776367,0.001756143569946289,0.0016777992248535156,0.8599348534201955
250,54.536787033081055,0.4705611801298801,0.014482402801513672,0.0018995046615600587,0.0019403219223022461,0.8338762214983714
255,55.668161153793335,0.5683084659278392,0.013756394386291504,0.0018152713775634766,0.0022015094757080076,0.8664495114006515
260,56.759334325790405,0.3445501282811165,0.013986992835998534,0.0018403768539428712,0.0016674757003784179,0.7980456026058632
265,57.88456606864929,0.6248272939585149,0.01372218132019043,0.001806354522705078,0.0016111135482788086,0.7752442996742671
270,58.93877196311951,0.2687442023307085,0.012697148323059081,0.0016791820526123047,0.0015767812728881836,0.762214983713355
275,60.022839069366455,0.5603339775465429,0.013986992835998534,0.0018403768539428712,0.0016816377639770508,0.755700325732899
280,61.17403507232666,0.6301751884631812,0.014251804351806641,0.001874399185180664,0.0016743659973144532,0.8078175895765473
285,62.25521421432495,0.2909656040370464,0.013457369804382325,0.0017723321914672851,0.0016377687454223633,0.8110749185667753
290,63.38246703147888,0.5209276644513011,0.014482402801513672,0.0018995046615600587,0.0016852140426635743,0.8175895765472313
295,64.53329992294312,0.1696394863713067,0.014943599700927734,0.0019497156143188476,0.0018715381622314454,0.8273615635179153
300,65.6927170753479,0.7305848107673227,0.014286017417907715,0.0018833160400390625,0.0017476558685302734,0.8566775244299675
305,66.80808401107788,0.4536961349658668,0.013756394386291504,0.0018152713775634766,0.0016822099685668945,0.8794788273615635
310,67.8765172958374,0.275232710246928,0.014251804351806641,0.001874399185180664,0.0017320632934570313,0.8957654723127035
315,68.98405623435974,0.4549243595683947,0.013260984420776367,0.001756143569946289,0.0017295122146606446,0.8957654723127035
320,70.09422898292542,0.1103061335394159,0.013491582870483399,0.0017812490463256837,0.00162811279296875,0.8859934853420195
325,71.1663761138916,0.259564150031656,0.013260984420776367,0.001756143569946289,0.0017649173736572266,0.9087947882736156
330,72.25205516815186,0.26187830259732436,0.014021205902099609,0.0018492937088012695,0.0017015457153320313,0.9120521172638436
335,73.3143961429596,0.26836988035356624,0.013790607452392578,0.001824188232421875,0.001672840118408203,0.9022801302931596
340,74.34343123435974,0.23449777229689062,0.013525795936584473,0.001790165901184082,0.0016873836517333984,0.8957654723127035
345,75.4262683391571,0.07028535052668303,0.013560009002685548,0.0017990827560424804,0.0017626762390136718,0.8990228013029316
350,76.50592422485352,0.6514515714719892,0.012996172904968262,0.0017221212387084962,0.0015725135803222657,0.8990228013029316
355,77.57297730445862,0.0741385125904344,0.014217591285705567,0.0018654823303222655,0.0016716241836547852,0.8599348534201955
360,78.66008019447327,0.6078269880556035,0.013491582870483399,0.0017812490463256837,0.0017786741256713868,0.8892508143322475
365,79.75344204902649,0.39350582715123894,0.014251804351806641,0.001874399185180664,0.0016919374465942383,0.9185667752442996
370,80.84142518043518,0.14327645236626269,0.012500762939453125,0.0016629934310913087,0.0015564203262329102,0.9218241042345277
375,81.91253924369812,0.3121555074336356,0.013986992835998534,0.0018403768539428712,0.001691722869873047,0.9087947882736156
380,83.03505730628967,0.12923198565767963,0.013986992835998534,0.0018403768539428712,0.0017204046249389648,0.9153094462540716
385,84.13227701187134,0.14002466813835782,0.014021205902099609,0.0018492937088012695,0.001634359359741211,0.9250814332247557
390,85.23196315765381,0.0673847911570192,0.013986992835998534,0.0018403768539428712,0.001614856719970703,0.9283387622149837
395,86.3047742843628,0.08387153781950474,0.01276557445526123,0.0016970157623291016,0.0015753746032714845,0.9218241042345277
400,87.4317729473114,0.14619970542844385,0.013986992835998534,0.0018403768539428712,0.0016504526138305664,0.9185667752442996
405,88.47324323654175,0.34070590185087896,0.014251804351806641,0.001874399185180664,0.0016559600830078126,0.9250814332247557
410,89.48634910583496,0.48538791899336503,0.013491582870483399,0.0017812490463256837,0.001547551155090332,0.9153094462540716
415,90.53318309783936,0.14027619601984043,0.013756394386291504,0.0018152713775634766,0.0018402814865112304,0.8794788273615635
420,91.61245226860046,0.616342140478082,0.01395277976989746,0.0018314599990844726,0.0018988609313964843,0.8599348534201955
425,92.64626002311707,0.0017740144864546892,0.012697148323059081,0.0016791820526123047,0.0013458013534545898,0.8175895765472313
430,93.67131114006042,0.9001627509715092,0.014251804351806641,0.001874399185180664,0.0017826318740844726,0.8403908794788274
435,94.69463205337524,0.39508855790197683,0.013756394386291504,0.0018152713775634766,0.0016453027725219726,0.9185667752442996
440,95.78598117828369,0.2870060621382436,0.014183378219604493,0.0018565654754638672,0.0016571044921875,0.9283387622149837
445,96.89136409759521,0.2718812562990934,0.014482402801513672,0.0018995046615600587,0.0017552137374877929,0.9153094462540716
450,97.95260429382324,0.1517042895274244,0.014482402801513672,0.0018995046615600587,0.0016211748123168945,0.8827361563517915
455,99.0342960357666,0.45132307332241905,0.014021205902099609,0.0018492937088012695,0.0016955137252807617,0.9087947882736156
460,100.16743111610413,0.25781306772259993,0.013986992835998534,0.0018403768539428712,0.0018343925476074219,0.9153094462540716
465,101.3001070022583,0.20827924727236677,0.013756394386291504,0.0018152713775634766,0.0016298770904541015,0.9250814332247557
470,102.3754301071167,0.30447903880522065,0.014021205902099609,0.0018492937088012695,0.0016752243041992187,0.9250814332247557
475,103.46273016929626,0.034109507244284035,0.012996172904968262,0.0017221212387084962,0.0015498876571655273,0.9218241042345277
480,104.50181722640991,0.21684447501320392,0.013525795936584473,0.001790165901184082,0.0016272306442260743,0.9348534201954397
485,105.59006524085999,0.08729495094012237,0.014251804351806641,0.001874399185180664,0.0017014503479003905,0.9315960912052117
490,106.6332790851593,0.1396380257792771,0.013295197486877441,0.0017650604248046875,0.0016615867614746093,0.9381107491856677
495,107.71639204025269,0.09060968135017902,0.013790607452392578,0.001824188232421875,0.001716470718383789,0.9250814332247557
500,108.78632712364197,0.04900392778508831,0.013295197486877441,0.0017650604248046875,0.0015581607818603515,0.9153094462540716
505,109.82156705856323,0.309470726841937,0.013491582870483399,0.0017812490463256837,0.0015636682510375977,0.9315960912052117
510,110.8179361820221,0.288402645786482,0.014217591285705567,0.0018654823303222655,0.0014977455139160156,0.9153094462540716
515,111.88435506820679,0.07322494404334065,0.012996172904968262,0.0017221212387084962,0.00172879695892334,0.9348534201954397
520,112.88752007484436,0.3878558328622603,0.014482402801513672,0.0018995046615600587,0.0016056299209594727,0.9413680781758957
525,113.94008231163025,0.037402863486204294,0.012270164489746094,0.001637887954711914,0.001905536651611328,0.9478827361563518
530,115.01775693893433,0.2817918588883913,0.014482402801513672,0.0018995046615600587,0.0016255617141723634,0.9478827361563518
535,116.10735201835632,0.0495805238439516,0.014217591285705567,0.0018654823303222655,0.0016322374343872071,0.9478827361563518
540,117.27532124519348,0.0940319978653406,0.013525795936584473,0.001790165901184082,0.0017588615417480468,0.9446254071661238
545,118.34923815727234,0.021711303555503037,0.013756394386291504,0.0018152713775634766,0.001603078842163086,0.9478827361563518
550,119.39520525932312,0.13325128871947528,0.01276557445526123,0.0016970157623291016,0.0015732765197753907,0.9446254071661238
555,120.52300214767456,0.029785002474091014,0.014251804351806641,0.001874399185180664,0.0018744945526123046,0.9413680781758957
560,121.65384030342102,0.4560909267516308,0.013986992835998534,0.0018403768539428712,0.001664590835571289,0.9478827361563518
565,122.71693325042725,0.25826369212009015,0.013756394386291504,0.0018152713775634766,0.0016338825225830078,0.9446254071661238
570,123.74113821983337,0.12572822419169824,0.013226771354675293,0.0017472267150878905,0.001553797721862793,0.9022801302931596
575,124.77120304107666,0.4232274320311262,0.01395277976989746,0.0018314599990844726,0.0015912532806396484,0.9055374592833876
580,125.77607131004333,0.004399414495310339,0.013687968254089355,0.0017974376678466797,0.0014077425003051758,0.8990228013029316
585,126.85568904876709,0.5743048354178896,0.014021205902099609,0.0018492937088012695,0.0016122817993164062,0.9153094462540716
590,127.90945315361023,0.2573792557697757,0.013491582870483399,0.0017812490463256837,0.0017660856246948242,0.9413680781758957
595,128.98817014694214,0.2767687702388685,0.014448189735412597,0.0018905878067016601,0.0016112804412841796,0.9381107491856677
600,130.02682399749756,0.13772664332282147,0.014217591285705567,0.0018654823303222655,0.0016531229019165039,0.9087947882736156
605,131.11461400985718,0.2038230876994703,0.014482402801513672,0.0018995046615600587,0.0016868829727172852,0.9153094462540716
610,132.21788811683655,0.5147703560069203,0.014286017417907715,0.0018833160400390625,0.001743626594543457,0.9478827361563518
615,133.35752820968628,0.10140905640437267,0.013491582870483399,0.0017812490463256837,0.0017354488372802734,0.9446254071661238
620,134.45203518867493,0.12372575668150602,0.013756394386291504,0.0018152713775634766,0.0016665458679199219,0.9609120521172638
625,135.54786729812622,0.1531495848230861,0.014021205902099609,0.0018492937088012695,0.001854276657104492,0.9446254071661238
630,136.6866970062256,0.03249031511459179,0.013491582870483399,0.0017812490463256837,0.0016569137573242188,0.9446254071661238
635,137.78258609771729,0.09237546931253746,0.013260984420776367,0.001756143569946289,0.0017749786376953125,0.9446254071661238
640,138.89446806907654,0.060612628395847426,0.014021205902099609,0.0018492937088012695,0.0022539138793945313,0.9283387622149837
645,140.07402324676514,0.08050991796189919,0.013790607452392578,0.001824188232421875,0.0017755746841430664,0.9218241042345277
650,141.14989113807678,0.03430969944020035,0.013790607452392578,0.001824188232421875,0.0016773700714111327,0.9218241042345277
655,142.18524599075317,0.029633960573119112,0.012799787521362304,0.0017059326171875,0.0015406131744384766,0.9185667752442996
660,143.18519616127014,0.17630553190325599,0.014217591285705567,0.0018654823303222655,0.0015540122985839844,0.9413680781758957
665,144.22646307945251,0.06890643313818146,0.013491582870483399,0.0017812490463256837,0.001555490493774414,0.9250814332247557
670,145.267991065979,0.15266728032147653,0.013491582870483399,0.0017812490463256837,0.0016520500183105468,0.9250814332247557
675,146.3625512123108,0.12136023669490896,0.01372218132019043,0.001806354522705078,0.0016069650650024415,0.9381107491856677
680,147.4677550792694,0.026080490218738817,0.013030385971069336,0.0017310380935668945,0.0016532659530639649,0.9381107491856677
685,148.53071689605713,0.28778084952138555,0.014713001251220704,0.001924610137939453,0.0016309499740600586,0.9511400651465798
690,149.58666396141052,0.01921712575713457,0.013491582870483399,0.0017812490463256837,0.0015401840209960938,0.9478827361563518
695,150.68432807922363,0.052233801293189684,0.013756394386291504,0.0018152713775634766,0.001609468460083008,0.9381107491856677
